fips,Census Tract,Total Population,Population Density (Per Sq. Mile),"Area (Land, in Sq. Miles)",Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,% Population: Less than High School,% Population: High School Graduate,% Population: Some College,% Population: Bachelor's Degree,% Population: Master's Degree,% Population: Professional School,% Population: Doctorate Degree,% Civilian Population in Labor Force 16 Years and Over: Unemployed,Median Family Income,% Households: No Earnings,% Households: with Wage or Salary Income,% Households: with Self-Employment Income,"% Households: with Interest, Dividends, or Net Rental Income",% Households: with Social Security Income,% Households: with Supplemental Security Income (Ssi),% Households: with Public Assistance Income,% Households: with Retirement Income,% Households: with Other Types of Income,Per Capita Income (In 2016 Inflation Adjusted Dollars),Gini Index,% Occupied Housing Units: Owner Occupied,Median Gross Rent,"% Households: Less than $40,000","% Households: $40,000 to $75,000","% Households: $75,000 to $125,000","% Households: $125,000 and Over",% Workers with Less than 20 Minute Commute,% Workers with 20 to 40 Minute Commute,% Workers with Over 40 Minute Commute,% Workers with No Commute
41051006403,Census Tract 64.03,3974,5427.351,0.73221729212645,3003,669,10,123,0,0,169,75.57,16.83,0.25,3.1,0,0,4.25,125,344,971,885,394,31,32,4.49,12.37,34.9,31.81,14.16,1.11,1.15,5.1,56393,18.83,74.27,16.96,24.5,23.68,2.16,2.28,13.1,18.3,32835,0.4514,57.43,1100,38.25000000000001,22.57,24.21,14.969999999999999,32.65,53.480000000000004,9.600000000000001,4.29
41051006404,Census Tract 64.04,3412,3194.449,1.06810263213575,2766,68,9,355,0,54,160,81.07,1.99,0.26,10.4,0,1.58,4.69,54,186,725,948,475,186,192,1.95,6.72,26.21,34.27,17.17,6.72,6.94,6.37,79607,18.31,76.5,21.27,40.06,30.57,3.63,0.6,24.05,11.42,56732,0.4819,66.34,1335,27.91,19.04,21.82,31.240000000000002,45.739999999999995,36.120000000000005,11.129999999999999,7.01
41051006501,Census Tract 65.01,6139,4372.377,1.40404164034737,5594,68,18,143,0,0,316,91.12,1.11,0.29,2.33,0,0,5.15,76,335,1184,1389,927,223,205,1.75,7.72,27.29,32.01,21.36,5.14,4.72,5.69,98818,12.92,84.27,19.53,44.04,27.85,1.71,1.92,20.79,12.55,47535,0.4032,86.32,1513,13.850000000000001,24.310000000000002,25.72,36.14,35.07,43.099999999999994,10.62,11.22
41051006502,Census Tract 65.02,4445,6037.904,0.736182561463605,3764,146,12,284,0,17,222,84.68,3.28,0.27,6.39,0,0.38,4.99,77,185,1010,1111,590,205,128,2.33,5.6,30.55,33.61,17.85,6.2,3.87,6.74,56818,11.6,84.74,16.63,27.71,14.78,1.33,1.47,13.21,9.55,34464,0.4022,47.53,917,31.57,29.47,27.800000000000004,11.170000000000002,37.02,41.18000000000001,15.62,6.18
41051006601,Census Tract 66.01,2500,4110.101,0.608257644436963,2341,28,9,59,0,0,63,93.64,1.12,0.36,2.36,0,0,2.52,38,106,471,775,338,169,80,1.92,5.36,23.82,39.2,17.1,8.55,4.05,4.04,103669,19.44,76.19,20.65,46.51,34.05,1.86,1.12,29.58,9.58,47641,0.3429,75.07,1076,13.870000000000001,25.12,24.93,36.1,29.71,45.19,12.469999999999999,12.63
41051006602,Census Tract 66.02,5534,5655.011,0.978601059155486,5082,34,11,66,88,158,95,91.83,0.61,0.2,1.19,1.59,2.86,1.72,141,432,950,1656,644,123,72,3.51,10.75,23.64,41.21,16.03,3.06,1.79,7.47,59070,14.86,81.52,15.31,31.54,22.51,5.12,3.91,10.4,14.98,35897,0.4419,52.18,1031,34.36,24.68,27.67,13.280000000000001,41.56,42.44,8.95,7.06
41051006701,Census Tract 67.01,3424,4792.741,0.714413734735451,2992,35,28,130,9,42,188,87.38,1.02,0.82,3.8,0.26,1.23,5.49,43,278,597,843,506,75,87,1.77,11.45,24.58,34.71,20.83,3.09,3.58,7.05,82885,23.15,73.52,17.53,34.69,30.62,1.04,0.74,23.82,11.24,37040,0.3612,66.57,1391,22.41,21.970000000000002,25.740000000000002,29.88,42.07,34.41,12.05,11.47
41051006702,Census Tract 67.02,3259,6087.299,0.535376997885704,2655,133,16,77,0,0,378,81.47,4.08,0.49,2.36,0,0,11.6,87,333,672,641,398,104,64,3.78,14.48,29.23,27.88,17.31,4.52,2.78,12.52,63203,15.23,80.21,12.53,34.38,25.12,2.7,4.91,17.51,15.09,33839,0.4333,52.6,1042,34.160000000000004,25.759999999999998,22.2,17.869999999999997,30.990000000000002,42.67,15.99,10.35
41051006801,Census Tract 68.01,2495,4545.792,0.548859299734207,2041,89,26,55,0,118,166,81.8,3.57,1.04,2.2,0,4.73,6.65,179,140,227,655,397,168,74,9.73,7.61,12.34,35.6,21.58,9.13,4.02,11.07,77542,26.61,69.93,21.57,37.54,32.77,9.43,4.58,19.05,6.63,54774,0.5295,59.76,816,34.459999999999994,14.56,15.5,35.49,48.55,31.950000000000003,7.0600000000000005,12.44
41051006802,Census Tract 68.02,3402,3957.427,0.859649542777804,3183,0,1,112,0,0,106,93.56,0,0.03,3.29,0,0,3.12,87,142,347,784,646,157,296,3.54,5.77,14.11,31.88,26.27,6.38,12.04,6.36,99848,18.55,76.83,24.55,57.45,24.55,3.93,2.41,13.38,11.66,61164,0.4899,80,1048,23.370000000000005,12.959999999999999,19.93,43.730000000000004,42.309999999999995,38.96,6.26,12.47
41051006900,Census Tract 69,2913,1593.386,1.82818182941388,2565,8,0,187,0,27,126,88.05,0.27,0,6.42,0,0.93,4.33,34,111,375,803,456,181,99,1.65,5.39,18.21,39,22.15,8.79,4.81,2.63,168816,13.45,80.32,25.36,45.22,24.19,0.72,0.54,15.7,11.73,88873,0.4714,90.52,1613,11.100000000000001,9.74,13.36,65.8,51.599999999999994,29.33,4.48,14.6
41051007e3,Census Tract 70,8427,619.0595,13.6125850776143,6605,77,0,1120,17,73,535,78.38,0.91,0,13.29,0.2,0.87,6.35,86,314,1146,2043,1362,573,360,1.46,5.34,19.48,34.72,23.15,9.74,6.12,4.52,137900,15.85,80.47,20.49,52.09,21.58,2.09,1.5,17.72,11.57,75911,0.4727,79.13,1543,12.58,12.23,21.34,53.870000000000005,30.759999999999998,50.18,9.09,9.98
41051007100,Census Tract 71,2543,50.45833,50.3980250101545,2345,0,15,79,0,28,76,92.21,0,0.59,3.11,0,1.1,2.99,123,328,699,614,155,124,29,5.94,15.83,33.74,29.63,7.48,5.98,1.4,4.37,77208,28.42,59.46,21.99,44.8,34.93,4.43,1.63,25.88,10.95,54523,0.5278,82.35,1865,29.05,18.54,20.18,32.22,17.28,46.64,20.89,15.18
41051007201,Census Tract 72.01,1991,949.169,2.09762439053772,1788,61,10,31,0,28,73,89.8,3.06,0.5,1.56,0,1.41,3.67,150,381,635,406,138,58,18,8.4,21.33,35.55,22.73,7.73,3.25,1.01,5.77,47763,23.9,64.08,17.92,22.67,42.8,3.44,4.34,14.48,9.9,50121,0.5508,84.62,1022,42.21999999999999,18,24.96,14.809999999999999,39.24,38.370000000000005,15.59,6.79
41051007202,Census Tract 72.02,3216,319.1712,10.0760976498733,1822,632,17,400,11,148,186,56.65,19.65,0.53,12.44,0.34,4.6,5.78,309,530,912,455,142,11,12,13.03,22.35,38.46,19.19,5.99,0.46,0.51,3.88,61979,14.05,83.48,18.08,21.04,35.41,3.94,4.03,22.43,9.53,28979,0.3118,67.71,1269,21.61,37.71,31.880000000000003,8.79,25.46,47.55,19.22,7.76
41051007300,Census Tract 73,1506,156.9034,9.5982606869221,979,211,20,25,48,109,114,65.01,14.01,1.33,1.66,3.19,7.24,7.57,253,435,426,78,32,0,0,20.67,35.54,34.8,6.37,2.61,0,0,7.07,39875,11.44,79.6,18.41,18.91,30.35,2.49,2.49,9.45,19.4,9699,0.326,40.8,883,50.26,31.34,15.92,2.49,34.480000000000004,33.620000000000005,24.14,7.76
41051007400,Census Tract 74,3995,7119.675,0.561121132607564,2073,846,46,122,19,77,812,51.89,21.18,1.15,3.05,0.48,1.93,20.33,349,368,847,563,249,30,17,14.4,15.19,34.96,23.24,10.28,1.24,0.7,11.82,36705,21.46,75.96,15.56,23.01,28.98,5.9,10.77,11.28,6.49,18157,0.4763,42.7,929,53.47,21.159999999999997,19.32,6.04,39.77,34.15,21.25,4.83
41051007500,Census Tract 75,5571,6682.074,0.833723167829349,4061,774,32,368,0,70,266,72.9,13.89,0.57,6.61,0,1.26,4.77,446,725,1396,944,348,88,0,11.3,18.37,35.37,23.92,8.82,2.23,0,10.49,62477,18.39,79.44,19.93,18.76,25.76,6.62,5.09,11.34,14.41,25952,0.388,61.9,998,32.69,28.459999999999997,26.34,12.51,33.64,47.46,16.93,1.98
41051007600,Census Tract 76,3458,5602.626,0.617210581670649,2528,76,9,289,60,394,102,73.11,2.2,0.26,8.36,1.74,11.39,2.95,623,713,796,228,138,9,0,24.85,28.44,31.75,9.09,5.5,0.36,0,7.37,43100,20.83,76.1,9.51,5.19,23.74,11.87,7.15,11.16,9.43,21942,0.4614,56.6,775,47.400000000000006,27.04,20.29,5.2700000000000005,39.17,39.23,20.25,1.34
41051007700,Census Tract 77,2316,5454.674,0.424589998100377,1724,138,13,255,0,53,133,74.44,5.96,0.56,11.01,0,2.29,5.74,255,469,576,278,80,5,6,15.28,28.1,34.51,16.66,4.79,0.3,0.36,4.03,50063,10.99,86.47,14.13,16.67,25.24,5.19,6.52,14.73,14.37,21062,0.3392,76.09,1165,34.41,39.25,22.58,3.75,36.84,40.230000000000004,16.24,6.69
41051007800,Census Tract 78,1958,4528.444,0.432378065072116,1419,67,16,166,31,137,122,72.47,3.42,0.82,8.48,1.58,7,6.23,164,239,535,320,123,13,8,11.7,17.05,38.16,22.82,8.77,0.93,0.57,8.02,61133,14.67,82.91,18.57,22.48,21.8,4.71,4.58,17.09,19.25,28513,0.4035,68.1,959,33.79,25.04,24.77,16.42,35.51,46.58,15.200000000000003,2.72
41051007900,Census Tract 79,4331,5563.775,0.778428317042396,2911,405,37,507,0,203,268,67.21,9.35,0.85,11.71,0,4.69,6.19,508,669,974,683,182,102,12,16.23,21.37,31.12,21.82,5.81,3.26,0.38,7.36,47371,13.9,84.92,15.76,16.77,20.09,2.87,1.24,8.89,13.11,24819,0.4053,48.06,856,39.32,34.1,17.560000000000002,9,39,35.54,19.92,5.53
41051008001,Census Tract 80.01,3228,5818.642,0.554768593522441,2608,48,34,327,0,105,106,80.79,1.49,1.05,10.13,0,3.25,3.28,288,567,937,405,181,6,15,12.01,23.63,39.06,16.88,7.54,0.25,0.63,3.2,45703,26.24,71.62,12.12,22.17,36.51,4.51,3.4,15.89,6.65,23204,0.3875,51.81,995,40.79,29.34,25.42,4.44,34.34,46.82,12.41,6.43
41051008002,Census Tract 80.02,3194,6223.928,0.513180756049835,2113,183,51,427,196,45,179,66.16,5.73,1.6,13.37,6.14,1.41,5.6,359,631,681,374,158,8,0,16.24,28.54,30.8,16.92,7.15,0.36,0,5.79,46142,20.62,76.3,12.49,16.34,34.47,6.93,5.82,13.26,7.53,21892,0.3688,66.04,936,38.660000000000004,33.28,22.58,5.47,38.239999999999995,39.09,15.52,7.14
41051008100,Census Tract 81,7544,6958.619,1.08412316968264,4575,1121,20,762,0,473,593,60.64,14.86,0.27,10.1,0,6.27,7.86,703,1441,1938,750,208,36,17,13.8,28.29,38.05,14.73,4.08,0.71,0.33,6.93,36698,29.62,68.55,7.48,18.05,32.71,8.21,11.4,16.56,16.56,18822,0.4146,31.68,914,53.480000000000004,30.88,10.969999999999999,4.65,29.48,45.69,20.270000000000003,4.56
41051008201,Census Tract 82.01,3032,3724.076,0.814161687235617,2205,58,0,372,50,221,126,72.72,1.91,0,12.27,1.65,7.29,4.16,221,504,868,430,121,47,0,10.09,23,39.62,19.63,5.52,2.15,0,5.69,40486,34.13,64.08,7.09,27.04,47.57,0.6,3.44,27.11,8.29,26383,0.4473,38.39,1162,49.74,25.619999999999997,17.7,6.94,40.79,32.85,20.090000000000003,6.26
41051008202,Census Tract 82.02,9312,10163.69,0.916203086655228,5854,665,106,958,130,1179,420,62.87,7.14,1.14,10.29,1.4,12.66,4.51,1416,1498,1543,970,315,114,25,24.08,25.47,26.24,16.49,5.36,1.94,0.43,8.04,36005,23.77,74.14,10.57,15.38,28.88,8.17,7.3,13.79,12.45,17574,0.4232,28.98,970,53.96999999999999,24.11,19.84,2.09,24.869999999999997,41.44,24.16,9.53
41051008301,Census Tract 83.01,4431,7076.287,0.626175874173934,2091,334,13,1502,10,358,123,47.19,7.54,0.29,33.9,0.23,8.08,2.78,803,931,829,510,83,7,0,25.39,29.43,26.21,16.12,2.62,0.22,0,14.19,29068,32.2,65.23,10.75,11.47,26.64,16.79,9.98,9.08,13.86,16284,0.5341,30.17,893,65.22,21.09,12.25,1.43,22.759999999999998,42.52,31.47,3.24
41051008302,Census Tract 83.02,4487,5190.514,0.864461534184714,2627,276,7,1065,97,168,247,58.55,6.15,0.16,23.74,2.16,3.74,5.5,626,779,1012,394,93,9,12,21.4,26.63,34.6,13.47,3.18,0.31,0.41,12.77,36875,19.75,73.51,12.95,10.24,25.36,12.09,8.12,10.5,12.55,17421,0.424,62.81,935,53.58,22.59,19.03,4.82,28.82,39.88,27.009999999999998,4.29
41051008400,Census Tract 84,4595,9174.641,0.50083706951538,3393,383,6,570,0,149,94,73.84,8.34,0.13,12.4,0,3.24,2.05,718,809,1107,267,83,10,6,23.93,26.97,36.9,8.9,2.77,0.33,0.2,10.55,34918,21.57,77.45,10.66,13.68,25.08,9.74,7.64,9.55,12.08,16503,0.413,43.25,790,55.650000000000006,26.91,15.16,2.28,27.479999999999997,49.1,18.16,5.27
41051008500,Census Tract 85,4457,5253.714,0.848352193137574,3214,231,46,502,0,207,257,72.11,5.18,1.03,11.26,0,4.64,5.77,502,838,1220,286,126,16,9,16.75,27.96,40.71,9.54,4.2,0.53,0.3,10.29,43571,14.64,83.11,11.42,9.44,22.3,6.36,4.45,9.51,12.86,20085,0.402,61.15,1128,45.14,31.25,17.23,6.36,31.07,49.269999999999996,18.300000000000004,1.37
41051008600,Census Tract 86,4150,8374.798,0.495534342244057,3133,545,9,105,21,86,251,75.49,13.13,0.22,2.53,0.51,2.07,6.05,483,943,914,353,83,17,0,17.29,33.76,32.72,12.64,2.97,0.61,0,10.22,40363,17.55,80.28,4.53,14.23,22.4,3.96,6.38,11.93,18.57,18319,0.3893,58.77,922,49.71,32.86,13.47,3.96,33.52,41.879999999999995,21.46,3.15
41051008700,Census Tract 87,4829,7445.48,0.648581383388649,3605,62,0,658,0,76,428,74.65,1.28,0,13.63,0,1.57,8.86,440,643,1185,989,324,60,0,12.08,17.66,32.55,27.16,8.9,1.65,0,6.54,59103,15.15,82.97,14.01,17.48,21.75,5.18,6.38,11.1,12.98,25163,0.3496,67.43,1303,27.95,35.99,26.54,9.51,29.74,40.71,20.9,8.64
41051008800,Census Tract 88,4503,7051.287,0.638606819799937,3743,52,47,265,122,146,128,83.12,1.15,1.04,5.88,2.71,3.24,2.84,357,881,1353,466,173,21,16,10.93,26.97,41.41,14.26,5.3,0.64,0.49,10.85,59722,16.13,82.75,13.39,16.94,22.73,6.16,9.53,8.9,19.55,26314,0.4071,72.91,1275,36.25,25.84,27.96,9.969999999999999,26,49.04,20.830000000000002,4.12
41051008901,Census Tract 89.01,9385,2511.385,3.73698256517019,6521,519,63,1661,0,161,460,69.48,5.53,0.67,17.7,0,1.72,4.9,937,1721,2302,1257,384,88,86,13.83,25.4,33.98,18.55,5.67,1.3,1.27,6.08,67049,16.91,80.24,13.9,27.92,26.8,6.53,3.36,15.53,9.29,30476,0.4527,77.46,1164,31.480000000000004,23,27.700000000000003,17.84,28.740000000000002,41.230000000000004,25.18,4.84
41051008902,Census Tract 89.02,3797,3298.412,1.15116015981541,2621,217,78,291,1,222,367,69.03,5.72,2.05,7.66,0.03,5.85,9.67,388,697,834,517,119,27,0,15.03,26.99,32.3,20.02,4.61,1.05,0,3.11,44364,16.07,79.97,8.79,16.71,21.18,4.97,3.24,9.58,10.95,21604,0.4038,43.3,1013,42.01,31.560000000000002,19.23,7.199999999999999,35.9,43.71,14.45,5.94
41051009e3,Census Tract 90,10809,10009.17,1.07990963664697,6940,775,103,1556,273,612,550,64.21,7.17,0.95,14.4,2.53,5.66,5.09,1625,1854,2159,778,194,27,45,24.32,27.75,32.31,11.64,2.9,0.4,0.67,10.94,38482,22.25,74.19,10.4,11.91,23.86,9.74,8.54,10.87,11.41,15814,0.446,46.45,925,51.339999999999996,28.14,16.17,4.35,30.38,36.989999999999995,25.939999999999998,6.67
41051009101,Census Tract 91.01,5690,9261.589,0.614365394743142,3493,243,15,688,377,690,184,61.39,4.27,0.26,12.09,6.63,12.13,3.23,1014,1215,1085,296,61,7,24,27.39,32.82,29.31,8,1.65,0.19,0.65,21.15,28347,31.83,66.42,11.11,8.55,26.9,12.72,20.01,17.19,14.83,14216,0.4694,46.35,982,61.2,24.33,12.07,2.4099999999999997,27.12,43.07,25.14,4.67
41051009102,Census Tract 91.02,6580,3253.713,2.02230473654704,4676,428,6,900,0,502,68,71.06,6.5,0.09,13.68,0,7.63,1.03,733,1323,1607,381,106,49,10,17.42,31.43,38.18,9.05,2.52,1.16,0.24,4.93,44844,28.45,70,13.63,12.45,27.41,8.8,8.03,16.83,13.45,18821,0.3976,55.54,1009,45.29,29.56,19.380000000000003,5.79,29.48,50.379999999999995,14.709999999999999,5.43
41051009201,Census Tract 92.01,8268,8025.399,1.03022909758655,5771,457,176,902,130,206,626,69.8,5.53,2.13,10.91,1.57,2.49,7.57,1190,1606,1833,742,218,17,0,21.23,28.65,32.7,13.24,3.89,0.3,0,11.47,4e4,18.03,79.12,11.31,9.64,24.85,5.8,4.38,13.07,12.15,22176,0.5209,47.23,889,50,27.450000000000003,14.96,7.6,29.22,45.2,21.090000000000003,4.48
41051009202,Census Tract 92.02,5131,8173.419,0.627766615134896,3328,482,24,718,47,322,210,64.86,9.39,0.47,13.99,0.92,6.28,4.09,550,1146,1361,325,115,32,31,15.45,32.19,38.23,9.13,3.23,0.9,0.87,6.62,50417,13.32,84.72,8.92,12.9,24.14,6.9,8.38,20.57,13.44,23093,0.4375,63.26,930,40.31,30.02,17.66,12.020000000000001,29.62,46.76,21.12,2.51
41051009301,Census Tract 93.01,6846,10332.62,0.662562143145065,4745,514,28,529,0,659,371,69.31,7.51,0.41,7.73,0,9.63,5.42,694,1265,1493,593,213,23,22,16.13,29.4,34.7,13.78,4.95,0.53,0.51,9.86,45371,26.85,70.09,4.97,11.75,28.19,15.23,10.73,15.84,16.26,18826,0.4168,36.83,973,41.8,26.519999999999996,24.29,7.390000000000001,42.51,30.95,19.39,7.15
41051009302,Census Tract 93.02,4609,4378.319,1.05268711669707,2918,206,0,673,284,173,355,63.31,4.47,0,14.6,6.16,3.75,7.7,487,757,1062,523,151,24,38,16.01,24.88,34.91,17.19,4.96,0.79,1.25,2.59,53036,24.79,72.6,13.46,18.39,30.31,8.3,7.59,12.46,11.63,37097,0.6192,51.36,861,39.080000000000005,24.78,26.98,9.14,37.86,39.980000000000004,14.42,7.73
41051009400,Census Tract 94,7269,4988.746,1.4570797239215,5579,434,29,392,185,188,462,76.75,5.97,0.4,5.39,2.55,2.59,6.36,569,1448,2073,787,353,103,42,10.59,26.94,38.57,14.64,6.57,1.92,0.78,6.52,54085,36.63,59.05,7.9,31.18,50.15,1.43,1.23,30.22,16.9,27010,0.4107,79.93,1063,33.38,31,31,4.61,30.28,44.629999999999995,20.9,4.2
41051009501,Census Tract 95.01,4976,6883.318,0.722907210380898,2761,823,7,802,0,47,536,55.49,16.54,0.14,16.12,0,0.94,10.77,384,1004,1361,457,78,35,37,11.44,29.92,40.55,13.62,2.32,1.04,1.1,11.33,44552,27.84,69.81,5.94,25.81,35.71,9.12,3.28,22.21,16.06,23073,0.406,58.08,923,45.19,25.230000000000004,20.59,8.97,29.56,44.519999999999996,20.860000000000003,5.06
41051009502,Census Tract 95.02,4065,6419.77,0.633200231043542,2474,774,8,265,123,82,339,60.86,19.04,0.2,6.52,3.03,2.02,8.34,379,690,1087,466,127,27,16,13.57,24.71,38.93,16.69,4.55,0.97,0.57,9.99,60722,22.09,76.96,12.78,28.99,29.43,3.29,6.84,20.57,8.86,27720,0.4091,50.38,876,35.629999999999995,25.380000000000003,27.92,11.069999999999999,29.72,53.150000000000006,13.020000000000001,4.11
41051009603,Census Tract 96.03,3683,5456.09,0.675025521353767,2891,63,47,162,175,214,131,78.5,1.71,1.28,4.4,4.75,5.81,3.56,409,680,1004,285,32,38,0,16.71,27.78,41.01,11.64,1.31,1.55,0,4.88,58403,15.2,83.14,7.69,11.53,29.87,9.96,10.48,17.64,22.97,22418,0.3624,68.12,980,32.04,37.370000000000005,20.35,10.22,31.38,46.31,17.02,5.29
41051009604,Census Tract 96.04,5386,6208.028,0.867586259086915,3429,529,57,131,198,710,332,63.67,9.82,1.06,2.43,3.68,13.18,6.16,835,1027,1084,285,91,0,0,25.14,30.92,32.63,8.58,2.74,0,0,14.86,35038,23.1,75.13,7.43,10.27,24.06,5.88,13.8,9.84,14.97,14868,0.3965,32.3,862,57.11,30.8,10.8,1.28,31.189999999999998,31.9,36.21,0.7
41051009605,Census Tract 96.05,5341,5218.909,1.02339393078269,3441,935,78,552,0,168,167,64.43,17.51,1.46,10.34,0,3.15,3.13,616,1037,1107,665,181,41,33,16.74,28.18,30.08,18.07,4.92,1.11,0.9,11.03,34837,28.95,67.62,11.76,25.81,37,6.43,8.52,16.86,9.67,20656,0.4881,42,896,58.839999999999996,19.14,12.24,9.75,36.97,36.269999999999996,16.66,10.11
41051009606,Census Tract 96.06,5685,12067.85,0.471086352523641,3567,540,34,562,109,568,305,62.74,9.5,0.6,9.89,1.92,9.99,5.36,1067,935,1122,322,33,0,5,30.63,26.84,32.2,9.24,0.95,0,0.14,7.12,30676,21.92,76.43,5.76,8.53,23.09,10.24,10.67,7.52,9.12,15956,0.4304,30.72,901,56.28,25.43,15.09,3.1999999999999997,29.77,39.94,27.3,2.99
41051009701,Census Tract 97.01,5857,8325.646,0.703488973694087,4026,289,45,855,15,241,386,68.74,4.93,0.77,14.6,0.26,4.11,6.59,693,1275,1422,463,85,36,10,17.39,32,35.69,11.62,2.13,0.9,0.25,18.64,41991,21.84,72.06,12.34,12.89,30.83,4.5,10.79,19.24,18.09,18182,0.4407,53.47,923,48.92999999999999,30.189999999999998,15.45,5.45,25.47,44.1,23.49,6.96
41051009702,Census Tract 97.02,8583,8427.775,1.01841823205358,5393,1062,182,830,76,745,295,62.83,12.37,2.12,9.67,0.89,8.68,3.44,931,2122,1609,312,85,0,22,18.32,41.76,31.67,6.14,1.67,0,0.43,11.61,40913,20.57,76.91,8.69,14.9,30.89,7.99,7.8,15.56,19.4,15943,0.4172,68.37,874,48.730000000000004,31.25,15.48,4.54,27.92,44.370000000000005,26.29,1.42
41051009801,Census Tract 98.01,4787,4966.248,0.963906782579688,3603,370,0,7,13,388,406,75.27,7.73,0,0.15,0.27,8.11,8.48,682,929,757,139,57,8,0,26.52,36.12,29.43,5.4,2.22,0.31,0,19.26,30651,20.4,75.59,9.66,2.29,21.55,12.38,15.46,9.31,11.95,12990,0.4244,29.92,882,57.760000000000005,26.41,14.96,0.86,27.96,41.72,28.35,1.97
41051009803,Census Tract 98.03,7957,6330.375,1.25695563068246,5680,467,69,477,0,720,544,71.38,5.87,0.87,5.99,0,9.05,6.84,1123,1435,1908,594,169,15,43,21.24,27.14,36.09,11.24,3.2,0.28,0.81,9.48,45746,31.72,68.28,3.97,21.22,42.29,8.21,9.39,19.85,14.27,18984,0.4086,38.78,881,44.12,30.449999999999996,18.549999999999997,6.870000000000001,30.44,35.85,30.860000000000003,2.86
41051009804,Census Tract 98.04,3314,7387.781,0.448578526232554,2595,101,0,387,0,134,97,78.3,3.05,0,11.68,0,4.04,2.93,470,694,803,210,43,0,0,21.17,31.26,36.17,9.46,1.94,0,0,4.44,37428,32.45,64.29,15.87,17.55,34.39,10.32,10.67,23.72,8.2,18070,0.4274,61.99,936,51.41,24.33,19.14,5.12,28.82,34.1,35.07,2.01
41051009903,Census Tract 99.03,6270,2222.527,2.82111345689633,4985,123,0,686,0,12,464,79.51,1.96,0,10.94,0,0.19,7.4,319,1038,1616,894,322,57,81,7.37,23.99,37.35,20.66,7.44,1.32,1.87,5.06,87319,13.82,80.99,12.1,21.77,28.39,4.34,2.53,30.82,12.39,34465,0.3139,91.71,1678,10.14,26.44,36.629999999999995,26.779999999999998,26.46,49.14,18.080000000000002,6.32
41051009904,Census Tract 99.04,3953,7934.091,0.498229721527667,3643,46,0,59,9,52,144,92.16,1.16,0,1.49,0.23,1.32,3.64,334,625,1064,347,94,40,6,13.31,24.9,42.39,13.82,3.75,1.59,0.24,11.78,55705,22.76,74.21,11.2,15.1,22.25,1.01,11.27,20.01,10.62,24846,0.4226,56.21,998,38.45,21.82,22.4,17.34,30.94,38.76,23.58,6.72
41051009905,Census Tract 99.05,3261,5404.433,0.603393529236429,2687,21,131,47,67,73,235,82.4,0.64,4.02,1.44,2.05,2.24,7.21,214,598,973,395,56,52,7,9.32,26.06,42.4,17.21,2.44,2.27,0.31,3.96,57301,14.37,84.56,6.03,18.74,24.03,3.47,3.39,17.84,9,28363,0.3534,67.71,989,18.490000000000002,42.03,24.86,14.62,26.619999999999997,46.379999999999995,25.74,1.27
41051009906,Census Tract 99.06,3233,1763.3,1.83349420923958,2808,111,5,107,0,130,72,86.85,3.43,0.15,3.31,0,4.02,2.23,159,504,971,461,211,27,27,6.74,21.36,41.14,19.53,8.94,1.14,1.14,2.61,87708,18.41,80.42,12.71,30.42,30.66,4.52,2.57,27.15,14.74,41106,0.3893,76.99,853,20.19,26.75,25.979999999999997,27.06,28.68,44.68,19.61,7.04
41051009907,Census Tract 99.07,4927,1534.366,3.21109750315445,4008,23,136,54,0,262,444,81.35,0.47,2.76,1.1,0,5.32,9.01,403,546,1425,537,223,77,14,12.5,16.93,44.19,16.65,6.91,2.39,0.43,7.13,68875,17.33,80.83,9.33,29.39,28.22,4.83,8.44,22.78,16.39,30303,0.4152,71.33,1008,31.11,24.89,29.619999999999997,14.4,30.85,30.79,32.980000000000004,5.38
41051010001,Census Tract 100.01,5315,4782.917,1.11124646137357,4863,62,13,51,0,118,208,91.5,1.17,0.24,0.96,0,2.22,3.91,556,1045,1393,503,187,58,5,14.84,27.89,37.18,13.42,4.99,1.55,0.13,9.19,29612,28.84,68.88,5.7,15.22,37.1,6.96,2.28,11.96,14.69,21684,0.4294,26.53,922,59.040000000000006,23.39,12.940000000000001,4.640000000000001,46.49,23.700000000000003,24.92,4.9
41051010002,Census Tract 100.02,5708,7644.978,0.74663396123843,4568,61,178,327,0,313,261,80.03,1.07,3.12,5.73,0,5.48,4.57,478,918,1549,565,230,40,45,12.5,24,40.5,14.77,6.01,1.05,1.18,7.83,57083,19.13,80.36,9.34,15.87,31.38,4.64,6.63,18.01,10.82,24925,0.4075,57.86,955,32.8,30.35,24.39,12.45,37.83,29.88,24.33,7.95
