qualifying_name,fips,census_tract,total_population,population_density,area,white,black,am_indian,asian,pac_isl,other_race,two_more_races,below_hs,hs_degree,some_college,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,unemployment_rate,hhs_less_10k,hhs_10k_14999,hhs_15k_19999,hhs_20k_24999,hhs_25k_29999,hhs_30k_34999,hhs_35k_39999,hhs_40k_44999,hhs_45k_49999,hhs_50k_59999,hhs_60k_74999,hhs_75k_99999,hhs_100k_124999,hhs_125k_149999,hhs_150k_199999,hhs_200k_more,med_family_income,med_nonfamily_income,hhs_with_no_earnings,hhs_capital_income,hhs_social_security,hhs_ssi,hhs_public_assistance_income,hhs_retirement_income,renter_occupied_units,owner_occupied_units,10_less_commute,% Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over: Worked At Home_1,Workers 16 Years and Over: Did Not Work At Home: 90 or More Minutes,Workers 16 Years and Over: Did Not Work At Home: 60 to 89 Minutes,Workers 16 Years and Over: Did Not Work At Home: 40 to 59 Minutes,Workers 16 Years and Over: Did Not Work At Home: 30 to 39 Minutes,Workers 16 Years and Over: Did Not Work At Home: 20 to 29 Minutes,Workers 16 Years and Over: Did Not Work At Home: 10 to 19 Minutes,Workers 16 Years and Over: Did Not Work At Home: Less than 10 Minutes,Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over:_1,no_commute
"Block Group 2, Census Tract 31, Multnomah County, Oregon",410510031002,3100,1411,11259.92,0.125311777506305,81.72,3.83,0,8.86,0,4.11,1.49,3.93,7.7,24.21,47.56,11.12,1.37,4.11,13.23,4.63,1.78,1.42,3.38,3.38,1.25,3.38,3.56,5.87,9.25,9.61,16.55,13.35,5.87,14.95,1.78,81094,70682,10.32,26.69,15.84,0,3.2,13.17,38.26,61.74,12.32,90.19,82,10,67,10,92,253,219,103,754,836,9.81
"Block Group 3, Census Tract 31, Multnomah County, Oregon",410510031003,3100,1088,8808.491,0.123517174596948,89.98,2.11,1.84,1.65,0,0,4.41,3.13,2.35,16.97,43.73,23.37,10.44,0,6.81,2.56,2.56,2.09,2.33,1.86,0,2.09,3.95,0,4.19,6.51,21.16,23.95,8.37,10,8.37,100341,78333,10.7,29.07,18.6,2.56,0,18.84,13.02,86.98,5.24,80.92,91,0,0,12,76,120,153,25,386,477,19.08
"Block Group 4, Census Tract 31, Multnomah County, Oregon",410510031004,3100,1035,8519.806,0.121481643930397,85.31,0,0,6.09,0,0,8.6,1.34,10.89,11.42,40.46,14.92,13.44,7.53,0,2.73,0,0,0,2.42,2.73,0,2.12,2.73,2.73,4.85,7.58,10.61,13.94,16.36,31.21,140500,63036,12.42,36.36,23.64,0,2.12,23.64,2.73,97.27,6.37,90.27,55,0,0,48,50,206,170,36,510,565,9.73
"Block Group 1, Census Tract 32, Multnomah County, Oregon",410510032001,3200,908,8505.615,0.106753004261024,85.35,12.33,0,0.66,0,0,1.65,2.95,5.9,19.97,35.25,22.39,8.31,5.23,1.34,7.34,5.57,2.53,5.57,9.11,0,10.13,0,2.78,4.56,5.82,10.13,3.8,6.58,13.16,12.91,61397,50139,14.18,23.54,14.43,3.29,0,2.78,47.34,52.66,8.38,91.01,59,7,15,81,124,202,113,55,597,656,8.99
"Block Group 2, Census Tract 32, Multnomah County, Oregon",410510032002,3200,1217,11364.18,0.107090843664141,80.61,10.44,1.31,1.73,0,0,5.92,0,6.38,24.36,45.32,13.94,7.34,2.66,5.31,1.61,4.59,0,4.82,8.49,1.83,9.63,2.06,4.36,0,10.55,19.5,7.34,3.9,12.16,9.17,76023,38967,5.05,21.1,9.4,0,3.44,2.52,30.73,69.27,9.7,82.22,154,0,65,87,152,157,167,84,712,866,17.78
"Block Group 3, Census Tract 32, Multnomah County, Oregon",410510032003,3200,689,7910.622,0.0870980869409434,76.49,8.42,0,1.02,0,1.6,12.48,6.03,4.14,10.55,40.87,22.98,11.68,3.77,3.9,2.65,4.3,0,3.31,3.64,0,2.98,6.62,0,2.65,2.98,10.93,11.92,15.23,12.58,20.2,120833,NA,10.93,30.13,29.8,0,0,29.47,24.17,75.83,2.31,96.07,17,19,0,49,85,141,112,10,416,433,3.93
"Block Group 4, Census Tract 32, Multnomah County, Oregon",410510032004,3200,1165,8242.691,0.141337334381472,86.09,5.84,0.94,2.23,0,0,4.89,0,9.05,20.83,40.24,19.29,7.86,2.74,5.66,0,6.3,0,2.17,0,5.91,0,5.91,3.35,7.68,4.92,14.96,9.65,9.65,3.35,26.18,97857,50948,14.57,45.87,24.8,2.36,7.28,19.88,12.2,87.8,0,90.92,59,8,0,6,73,251,253,0,591,650,9.08
"Block Group 1, Census Tract 33.01, Multnomah County, Oregon",410510033011,3301,1116,10856.76,0.102793140354318,83.06,7.08,0,2.69,0,0.81,6.36,2.69,9.42,21.75,48.65,14.8,2.69,0,3.77,14.36,12.82,0,0,0,0,6.15,0,0,0,4.87,12.56,10,18.21,14.1,6.92,89167,NA,23.33,30.51,22.82,3.59,4.62,4.62,43.59,56.41,4.64,92.37,51,0,12,15,152,263,144,31,617,668,7.63
"Block Group 2, Census Tract 33.01, Multnomah County, Oregon",410510033012,3301,1186,11350.91,0.104485040085128,65.18,15.94,0.67,1.6,0,0,16.61,6.44,21,16.23,24.94,24.94,5.25,1.19,12.71,9.03,5.7,10.93,4.99,0,2.61,2.61,3.09,2.38,2.38,6.89,19.48,16.15,2.38,8.79,2.61,74219,75156,15.91,26.6,14.25,3.8,6.18,3.8,53.21,46.79,0.45,94.8,35,44,14,42,149,213,173,3,638,673,5.2
"Block Group 3, Census Tract 33.01, Multnomah County, Oregon",410510033013,3301,1073,13589.26,0.0789594391943129,75.4,11,9.23,0.75,0,0,3.63,16.87,9.33,25.36,33.73,14.71,0,0,3.23,4.39,2.93,8.29,0,8.29,2.93,6.59,2.68,7.07,6.83,18.05,16.1,11.46,2.2,2.2,0,56250,50134,19.51,16.83,18.54,12.2,0,11.46,45.61,54.39,11.21,100,0,0,44,98,133,203,124,76,678,678,0
"Block Group 1, Census Tract 33.02, Multnomah County, Oregon",410510033021,3302,1322,10253.05,0.128937276929468,76.32,15.73,0,1.97,0,1.97,4.01,5.74,13.19,19.89,36.42,21.03,3.15,0.57,5.84,1.84,1.29,6.26,5.34,2.39,0,7.73,3.13,8.47,6.08,7.37,10.13,14.36,6.81,7.37,11.42,80066,61250,9.02,44.38,14.18,2.39,0.74,5.71,26.89,73.11,4.64,87.06,106,26,60,78,146,172,193,38,713,819,12.94
"Block Group 2, Census Tract 33.02, Multnomah County, Oregon",410510033022,3302,1690,11873.59,0.142332705788598,72.37,16.69,0.47,3.91,0,0.47,6.09,7.08,11.09,29.95,36.18,15.09,0,0.62,4.48,4.45,15.18,2.3,2.61,1.84,2.91,1.23,5.37,0,6.13,21.47,19.94,6.44,6.29,2.61,1.23,63255,55625,15.49,24.54,14.88,3.07,1.07,2.45,52.3,47.7,11.44,90.62,96,12,108,98,162,268,162,117,927,1023,9.38
"Block Group 1, Census Tract 34.01, Multnomah County, Oregon",410510034011,3401,1101,12970.5,0.0848849492738963,84.38,3.81,0,4.72,0,1.73,5.36,0,0,2.42,56.05,31.85,9.68,0,4.49,2.43,1.62,0,0,5.93,18.33,0,6.74,10.78,11.59,0,0,16.71,11.59,2.43,11.86,57782,46375,10.51,36.12,10.51,0,0,3.77,38.27,61.73,12.7,90.75,59,0,58,9,91,245,95,81,579,638,9.25
"Block Group 2, Census Tract 34.01, Multnomah County, Oregon",410510034012,3401,1021,10217.37,0.0999278761137117,61.12,29.19,0,0.78,0,3.43,5.48,11.94,11.55,30.42,36.71,8.09,0,1.28,3.57,7.96,6.1,0,3.45,2.39,2.65,2.92,2.65,3.45,2.39,16.18,13.26,14.32,4.24,15.38,2.65,67361,72500,0,24.4,10.08,0,0,10.08,47.75,52.25,14.79,82.47,115,9,30,63,113,105,124,97,541,656,17.53
"Block Group 3, Census Tract 34.01, Multnomah County, Oregon",410510034013,3401,560,7275.32,0.0769725574018104,63.39,19.29,0,10,0,0,7.32,5.52,12.18,12.41,29.66,34.25,3.91,2.07,2.43,3.82,0,0,0,10.31,0,0,3.44,0,16.03,18.32,8.02,8.02,8.02,20.61,3.44,68611,60455,11.07,22.14,25.95,3.05,0,11.83,21.76,78.24,8.29,84.53,56,0,9,0,33,52,182,30,306,362,15.47
"Block Group 4, Census Tract 34.01, Multnomah County, Oregon",410510034014,3401,1008,9447.722,0.10669238621955,58.63,29.96,0,0.89,0,0.99,9.52,5.04,17.37,34.03,32.63,6.86,4.06,0,7.38,29.16,2.16,9.07,0,10.15,4.32,1.94,0,10.15,1.94,2.16,1.73,6.26,7.13,13.82,0,29826,29306,22.25,20.3,6.48,6.26,13.61,7.78,71.92,28.08,7.64,93.69,38,0,25,29,80,186,198,46,564,602,6.31
"Block Group 1, Census Tract 34.02, Multnomah County, Oregon",410510034021,3402,1393,12739.19,0.109347610876962,76.09,11.49,0,0.72,0,2.58,9.12,2.85,11.22,25.65,38.91,17.99,3.38,0,2.6,9.29,8.95,8.78,0.84,3.55,0,0,1.35,9.46,1.86,10.81,13.51,12.67,3.04,10.64,5.24,64516,45292,19.26,23.99,23.31,10.3,4.22,3.38,56.42,43.58,9.88,95.01,44,21,37,23,126,197,346,87,837,881,4.99
"Block Group 2, Census Tract 34.02, Multnomah County, Oregon",410510034022,3402,887,9812.069,0.0903988744349395,67.87,23.56,0,0.9,0,0,7.67,3.57,14.27,23.05,41.84,12.89,1.78,2.61,6.41,4.52,1.29,3.87,9.35,0,7.42,4.84,6.45,6.77,0,8.39,35.48,4.52,2.9,4.19,0,67237,76161,10,9.03,10.97,5.81,5.48,5.48,53.55,46.45,13.69,89.54,55,12,54,112,63,130,28,72,471,526,10.46
"Block Group 3, Census Tract 34.02, Multnomah County, Oregon",410510034023,3402,1428,14450.38,0.0988209211780132,76.47,18.98,0,1.75,0,0,2.8,2.68,2.77,26.76,51.12,12.31,2.94,1.43,3.91,5.51,5.07,1.49,1.64,1.79,0,7.3,14.16,1.79,4.02,7.6,24.59,9.39,4.32,5.07,6.26,73958,75353,10.28,22.35,7.9,5.07,6.56,1.64,74.66,25.34,7.83,86.79,130,0,0,43,102,306,326,77,854,984,13.21
"Block Group 1, Census Tract 35.01, Multnomah County, Oregon",410510035011,3501,689,8799.709,0.0782980461685537,76.2,11.18,0,2.76,0,8.56,1.31,6.03,23.4,19.93,36.38,5.85,1.1,7.31,9.64,27.73,1.87,12.8,12.8,2.4,5.6,0,4.27,2.67,1.6,0,20.27,5.33,2.67,0,0,21875,21151,12.8,16.27,15.73,8.27,7.2,2.67,82.4,17.6,7.77,88.35,48,0,21,48,56,113,94,32,364,412,11.65
"Block Group 2, Census Tract 35.01, Multnomah County, Oregon",410510035012,3501,1256,10644.05,0.118000160618505,83.12,6.05,0,5.97,0,0,4.86,2.89,7.82,26.98,42.83,14.78,2.89,1.82,3.35,0,0,1.77,5.3,1.77,2.65,7.95,3.09,1.55,6.18,5.52,13.02,13.91,5.08,13.91,18.32,100724,97321,8.17,26.05,15.89,4.19,0,15.67,31.57,68.43,6.51,92.12,63,0,43,73,72,267,229,52,736,799,7.88
"Block Group 3, Census Tract 35.01, Multnomah County, Oregon",410510035013,3501,839,3949.056,0.212455810606072,82.36,12.63,0,0.95,0,1.31,2.74,7.34,6.86,25.52,36.2,18.02,4.63,1.44,11.05,6.56,0,1.56,1.56,3.44,5,0,2.81,0,12.19,10,19.06,5.94,2.81,12.81,16.25,86184,74625,6.88,36.56,16.88,0,4.38,12.5,24.38,75.62,3.97,88.73,54,8,8,7,138,118,127,19,425,479,11.27
"Block Group 4, Census Tract 35.01, Multnomah County, Oregon",410510035014,3501,858,9794.173,0.0876031085858313,62.35,15.97,0.7,6.64,0,8.28,6.06,19.52,12.88,31.38,21.56,10.71,2.93,1.02,2.74,3.36,18.57,8.95,8.72,7.83,16.78,0,5.59,4.03,6.04,2.01,12.53,0,1.57,2.46,1.57,32883,25978,24.16,2.91,32.21,6.26,8.28,12.75,75.17,24.83,3.62,96.98,15,46,0,18,90,129,181,18,482,497,3.02
"Block Group 1, Census Tract 35.02, Multnomah County, Oregon",410510035021,3502,973,6322.321,0.153899168644797,82.22,13.16,0.21,2.98,0,0,1.44,3.97,9.55,31.89,32.01,17.37,3.35,1.86,6.63,10.17,5.33,4.36,6.78,1.21,1.45,6.3,4.12,5.08,4.12,6.78,9.2,11.86,7.51,13.56,2.18,61023,46964,8.96,22.76,9.69,3.39,2.18,6.05,67.55,32.45,20.24,92.26,52,16,9,58,46,156,199,136,620,672,7.74
"Block Group 2, Census Tract 35.02, Multnomah County, Oregon",410510035022,3502,1312,4176.635,0.314128482448567,84.98,2.97,0,5.79,0,0,6.25,0.7,11.71,22.72,29.13,23.02,8.61,4.1,4.95,3.07,3.89,2.66,2.25,1.23,0,2.46,2.66,0,0,16.39,10.04,18.44,11.68,12.3,12.91,106100,87386,15.78,47.54,29.1,3.28,1.43,19.47,9.43,90.57,8.53,91.89,57,6,12,70,52,149,297,60,646,703,8.11
"Block Group 1, Census Tract 36.01, Multnomah County, Oregon",410510036011,3601,641,6774.982,0.0946127935727887,68.33,17,0,4.06,0,0,10.61,1.95,9.2,26.9,32.92,22.65,6.37,0,3.25,2.94,0,2.94,0,5.88,9.93,4.04,0,2.94,10.29,15.44,13.97,8.82,8.09,11.03,3.68,73571,70893,13.97,18.75,20.59,1.47,1.47,17.65,6.25,93.75,4.08,94.96,21,0,26,76,14,145,118,17,396,417,5.04
"Block Group 2, Census Tract 36.01, Multnomah County, Oregon",410510036012,3601,1693,5914.116,0.286264260683833,70.64,22.98,1.83,0.65,0,1.18,2.72,3.58,22.12,25.86,28.58,15.89,0.7,3.27,9.29,5.18,8.79,9.58,1.57,1.41,2.98,2.51,4.71,7.54,5.18,9.73,13.19,9.89,7.22,9.11,1.41,60486,36406,10.52,25.12,20.09,5.49,5.65,13.34,36.26,63.74,3.49,92.78,64,9,18,77,195,270,223,31,823,887,7.22
"Block Group 3, Census Tract 36.01, Multnomah County, Oregon",410510036013,3601,1128,8533.534,0.132184396221141,52.22,38.03,0,0.8,0,4.7,4.26,4.58,13.17,35.62,34.82,5.15,5.5,1.15,14.7,8.62,3.7,4.72,1.85,0.82,13.35,1.85,7.19,5.54,2.46,14.78,7.6,13.35,4.11,0,10.06,59896,34554,13.76,15.61,20.94,4.72,1.85,23.2,36.96,63.04,0,90.7,56,43,55,29,72,82,265,0,546,602,9.3
"Block Group 4, Census Tract 36.01, Multnomah County, Oregon",410510036014,3601,1268,10773.99,0.117690892776337,80.52,11.2,3.63,0,0,0,4.65,0.29,14.53,21.8,35.47,25,2.91,0,5.9,3.55,3.36,5.42,0,5.23,0,1.5,0,3.18,7.48,28.6,22.62,1.31,9.16,2.99,5.61,69982,61646,3.18,17.76,11.21,1.12,1.31,3.55,40.93,59.07,2.49,97.62,21,0,9,72,198,253,309,22,863,884,2.38
"Block Group 1, Census Tract 36.02, Multnomah County, Oregon",410510036021,3602,1770,7367.818,0.240233931585783,74.35,18.7,0.4,2.71,0.34,0.56,2.94,3.81,8.59,24.9,48.34,12.7,0,1.66,10.29,3.59,0,0,4.44,0,4.96,0,3.93,3.08,8.21,2.91,19.15,16.07,20,6.84,6.84,99779,76806,23.42,36.92,23.08,0,3.08,24.79,27.86,72.14,9.15,90.85,79,0,182,29,166,118,210,79,784,863,9.15
"Block Group 2, Census Tract 36.02, Multnomah County, Oregon",410510036022,3602,1737,10345.06,0.167906183349112,83.19,6.74,1.15,0.63,0.06,0.29,7.94,2.62,20.1,16.87,32.78,13.29,5.51,8.83,6.05,0,0,0,0,7.65,0,0,3.73,19.61,3.33,6.27,13.53,10.2,12.75,19.02,3.92,97813,48561,6.08,39.8,35.88,3.33,6.27,19.22,17.45,82.55,4.4,92.7,68,0,50,63,322,179,209,41,864,932,7.3
"Block Group 3, Census Tract 36.02, Multnomah County, Oregon",410510036023,3602,1688,8490.23,0.198816751274523,65.34,31.93,0,0,0,2.19,0.53,3.04,13.76,28.75,31.94,21.22,0,1.29,11.41,6.92,3.83,0,0,0,3.98,12.81,13.99,2.36,3.53,16.35,13.55,13.7,3.83,2.95,2.21,61823,61823,17.23,21.8,33.28,0,7.36,28.42,36.52,63.48,0,86.91,123,71,50,63,138,221,274,0,817,940,13.09
"Block Group 4, Census Tract 36.02, Multnomah County, Oregon",410510036024,3602,1776,7144.817,0.248571808054709,62.33,18.24,0,2.7,0,1.41,15.32,8.15,15.07,39.08,29.33,7.42,0,0.95,6.68,0,4.72,3.67,0,5.42,2.97,6.47,10.31,4.37,0,2.8,9.97,20.8,14.34,7.34,6.82,91667,NA,13.99,8.04,22.73,10.66,5.42,16.61,31.29,68.71,4.61,87.54,127,60,0,186,232,216,151,47,892,1019,12.46
"Block Group 1, Census Tract 36.03, Multnomah County, Oregon",410510036031,3603,686,4186.564,0.163857515942159,55.98,26.68,0.44,2.92,0,0,13.99,1.22,18.64,27.87,29.44,18.99,2.96,0.87,13.5,3.5,2.1,0,7.34,5.24,1.75,9.79,4.2,0,9.44,22.38,9.09,5.24,0.7,8.04,11.19,65e3,56500,17.13,24.13,33.57,7.34,4.9,32.17,15.38,84.62,1.28,79.28,81,5,52,30,56,91,71,5,310,391,20.72
"Block Group 2, Census Tract 36.03, Multnomah County, Oregon",410510036032,3603,907,4727.378,0.191861120592065,74.42,9.37,0.33,9.59,0,0,6.28,2.99,10.16,34.83,29.3,16.44,2.54,3.74,3.54,2.75,0,3.31,9.09,0,1.1,11.29,4.68,10.74,4.13,8.54,16.25,3.58,6.34,15.43,2.75,70096,59821,13.77,30.3,15.7,0,7.16,18.18,26.72,73.28,8.43,95.1,25,32,11,25,169,111,94,43,485,510,4.9
"Block Group 1, Census Tract 37.01, Multnomah County, Oregon",410510037011,3701,1153,6488.532,0.177698120609053,64.7,10.32,2.34,9.02,0,10.32,3.3,2.98,16.54,22.38,38.37,14.22,0,5.51,2.25,3.54,8.85,5.97,5.97,11.06,0,4.87,7.96,1.33,1.33,9.96,16.15,13.27,8.41,1.33,0,55833,40547,23.45,23.67,27.65,0,4.87,7.74,47.57,52.43,0.89,90.6,53,0,84,92,16,80,234,5,511,564,9.4
"Block Group 2, Census Tract 37.01, Multnomah County, Oregon",410510037012,3701,997,8972.328,0.111119433757994,53.86,31.59,0,2.01,0,1,11.53,7.36,23.57,24.66,37.06,3.27,3,1.09,16.77,6.16,16.14,2.34,9.77,14.44,5.1,0,3.82,4.67,5.31,7.43,7.43,6.37,3.18,6.79,1.06,33073,25735,11.46,6.79,17.83,7.43,0,2.34,48.62,51.38,7.99,98.91,6,21,4,59,89,191,137,44,545,551,1.09
"Block Group 3, Census Tract 37.01, Multnomah County, Oregon",410510037013,3701,1004,8377.302,0.119847659525836,62.75,18.13,1,0.9,0,0,17.23,3.15,18.5,39.11,24.15,11.68,2.62,0.79,6.64,4.58,4.17,20.83,7.08,0,4.38,3.96,1.25,1.88,4.79,18.33,9.17,8.33,9.79,1.46,0,53571,30179,25.62,21.04,31.67,6.46,3.54,13.54,52.08,47.92,9.72,97.57,12,0,20,36,64,121,193,48,482,494,2.43
"Block Group 4, Census Tract 37.01, Multnomah County, Oregon",410510037014,3701,888,5505.785,0.161284917150195,66.1,6.87,0,25.23,0,0,1.8,12.96,19.75,20.68,29.17,10.8,3.24,3.4,8.16,2.61,10.1,0,0,0,0,7.17,2.61,14.98,13.36,11.4,20.52,3.58,5.86,3.26,4.56,59519,51620,5.86,13.68,12.05,5.21,0,4.23,53.75,46.25,5.7,98.43,8,30,7,76,26,80,253,29,501,509,1.57
"Block Group 1, Census Tract 37.02, Multnomah County, Oregon",410510037021,3702,820,9301.162,0.088161026228693,78.05,19.02,0,0,1.22,0,1.71,0.95,10.41,29.65,39.59,11.67,1.74,5.99,13.36,5.03,3.14,4.4,6.29,0,0,1.89,0,0,7.86,16.98,11.64,14.15,9.43,4.72,14.47,81e3,63750,5.97,39.62,20.13,3.77,1.26,14.78,12.89,87.11,5.85,95.61,18,15,19,45,77,105,107,24,392,410,4.39
"Block Group 2, Census Tract 37.02, Multnomah County, Oregon",410510037022,3702,603,6601.192,0.0913471413767168,83.08,10.12,0,3.65,0,0,3.15,2.4,9.8,24.62,45.53,10.24,4.58,2.83,12.29,0,2.63,0,0,0,3.16,10,3.68,0,8.95,2.63,15.26,5.79,18.42,13.16,16.32,123e3,93500,13.68,32.11,24.21,0,2.63,19.47,26.32,73.68,3.5,93.53,24,2,5,13,81,142,91,13,347,371,6.47
"Block Group 3, Census Tract 37.02, Multnomah County, Oregon",410510037023,3702,1310,8830.876,0.14834315834668,87.18,7.33,0,1.07,0,0,4.43,6.39,5.88,27.31,47.39,10.25,2.77,0,4.92,23.48,7.63,3.33,1.17,3.13,5.09,4.11,1.17,0,1.17,8.61,8.22,15.46,9.78,5.09,2.54,59375,16042,27.01,23.68,19.37,6.26,5.09,9.59,55.38,44.62,7.9,95.5,37,29,71,33,130,207,251,65,786,823,4.5
"Block Group 1, Census Tract 38.01, Multnomah County, Oregon",410510038011,3801,1016,4834.295,0.210165066401852,75.2,8.76,0,2.76,4.13,5.41,3.74,6.82,8.55,43.25,26.64,12.64,2.11,0,9.78,14.26,1.54,12.33,8.09,6.94,5.78,0,1.93,4.62,8.67,9.44,11.95,8.67,5.78,0,0,41375,32813,18.11,32.76,17.15,0,2.12,16.96,39.5,60.5,11.35,94.23,30,0,0,48,107,135,141,59,490,520,5.77
"Block Group 2, Census Tract 38.01, Multnomah County, Oregon",410510038012,3801,872,8792.096,0.0991799962007546,75,1.49,0,12.84,5.85,0,4.82,11.3,13.16,30.03,20.9,19.04,3.25,2.32,1.49,10.63,2.66,0,4.65,5.98,12.96,5.65,7.97,0,9.3,4.32,6.98,5.32,11.63,2.99,8.97,42344,31944,26.25,28.57,27.24,13.62,2.99,11.96,28.9,71.1,4.55,86.67,44,0,9,29,46,76,111,15,286,330,13.33
"Block Group 3, Census Tract 38.01, Multnomah County, Oregon",410510038013,3801,1056,6269.878,0.16842433246795,77.56,5.4,0,0.66,1.14,0.57,14.68,5.45,5.32,35.23,34.09,18.63,0,1.27,2.43,6.13,1.84,8.18,2.04,1.84,2.04,3.48,8.79,6.13,14.72,7.77,20.45,6.34,6.34,2.66,1.23,54716,50231,4.29,15.75,11.04,0,4.09,4.29,56.85,43.15,13.7,99.15,6,9,12,70,119,187,208,97,702,708,0.85
"Block Group 1, Census Tract 38.02, Multnomah County, Oregon",410510038021,3802,1432,8053.204,0.177817426181125,76.68,3.21,0,2.23,2.16,13.76,1.96,4.97,8.28,22.88,31.57,24.53,3.52,4.24,4.33,1.69,1.51,7.16,2.82,1.51,2.45,0,0,11.68,6.59,8.29,25.24,14.88,5.46,8.85,1.88,82366,60625,10.17,21.85,11.86,1.69,0,13.56,43.69,56.31,10.81,100,0,11,20,66,197,226,297,99,916,916,0
"Block Group 2, Census Tract 38.02, Multnomah County, Oregon",410510038022,3802,862,6887.352,0.125156950534134,89.56,2.78,1.51,4.06,0,0,2.09,6.55,11.01,39.14,26.79,11.76,3.57,1.19,7.79,12.75,0,1,0,4.75,2.25,2.5,7.25,0,7,6.25,25.25,18.75,5.75,0,6.5,76389,75500,20.5,25,11.75,8,2.5,9.75,28.5,71.5,6.19,88.74,60,28,30,55,112,88,127,33,473,533,11.26
"Block Group 3, Census Tract 38.02, Multnomah County, Oregon",410510038023,3802,1181,9433.3,0.125194788547283,82.39,0.93,0,5.67,1.19,0.51,9.31,6.98,17.34,37.21,25.79,9.41,3.28,0,9.01,2.28,0,2.05,2.96,5.69,7.06,0,9.34,15.03,3.42,5.24,16.63,11.16,4.78,7.06,7.29,63533,47125,6.38,24.83,23.69,4.33,3.42,15.03,39.41,60.59,1.61,95.98,30,28,19,128,112,181,237,12,717,747,4.02
"Block Group 1, Census Tract 38.03, Multnomah County, Oregon",410510038031,3803,1405,9800.177,0.143364756902349,79.86,6.05,1.14,1.42,0.71,5.34,5.48,6.48,9.37,37.3,30.65,12.35,2.63,1.23,11.37,1.82,1.64,1.09,1.28,4.38,3.47,3.83,1.46,6.93,7.48,15.51,14.23,14.6,7.85,8.03,6.39,79375,72188,14.23,26.09,16.79,7.12,2.01,13.5,25.18,74.82,10.89,96.19,29,0,23,159,106,177,185,83,733,762,3.81
"Block Group 2, Census Tract 38.03, Multnomah County, Oregon",410510038032,3803,1258,7136.219,0.176283828342062,65.58,24.4,1.43,3.18,0,0.56,4.85,10.24,12.46,34.53,30.2,11.83,0.74,0,3.32,19.7,2.84,6.44,1.52,4.36,1.14,2.08,13.45,2.65,5.87,9.85,16.86,2.08,7.39,2.08,1.7,43889,41667,13.83,15.15,19.51,3.22,8.71,9.47,53.6,46.4,3.89,95.31,35,14,8,73,98,143,346,29,711,746,4.69
"Block Group 3, Census Tract 38.03, Multnomah County, Oregon",410510038033,3803,1699,10909.04,0.155742420428203,76.63,9.24,0,9.3,0,0,4.83,12.56,16.28,32.48,30.16,5.5,1.55,1.47,9.5,13.18,4.45,2.47,2.8,4.45,4.78,4.28,5.11,5.93,6.75,9.39,10.21,16.14,4.28,4.45,1.32,53008,41250,25.37,21.25,23.89,2.47,8.57,9.06,51.57,48.43,2.44,92.07,65,16,19,18,99,147,436,20,755,820,7.93
"Block Group 1, Census Tract 39.01, Multnomah County, Oregon",410510039011,3901,1502,9130.893,0.164496515041769,72.97,16.78,0,4.79,0,3.33,2.13,10.59,20.68,30.25,20.59,10.51,7.37,0,11.44,2.22,0,14.02,1.37,3.08,3.42,2.91,0,0,14.19,5.13,9.91,32.48,9.23,0,2.05,85938,72308,7.18,16.41,23.25,0,3.42,9.23,18.12,81.88,3.11,87.83,98,59,32,57,120,197,217,25,707,805,12.17
"Block Group 2, Census Tract 39.01, Multnomah County, Oregon",410510039012,3901,854,7942.124,0.10752791132623,91.33,7.03,0,0,0,0,1.64,26.48,9.79,32.26,18.14,10.91,2.41,0,2.56,6.76,28.9,7.69,0,8.16,2.33,0,3.96,0,0,10.26,10.26,10.49,7.93,3.26,0,NA,NA,33.8,6.53,16.55,17.25,9.09,3.26,42.89,57.11,7.97,100,0,29,63,80,51,72,144,38,477,477,0
"Block Group 3, Census Tract 39.01, Multnomah County, Oregon",410510039013,3901,1314,6993.911,0.187877704452685,93.07,3.88,0,3.04,0,0,0,1.43,13.81,36.57,34.67,11.05,1.24,1.24,1.84,7.97,0,0,0,5.48,0,5.32,2.49,2.33,14.62,22.09,21.59,7.97,5.15,4.98,0,63581,53750,13.95,17.28,14.12,4.82,0,6.64,26.74,73.26,11.88,97.74,19,0,8,38,125,275,277,100,823,842,2.26
"Block Group 4, Census Tract 39.01, Multnomah County, Oregon",410510039014,3901,1241,6312.813,0.196584308498727,64.54,18.69,0,13.3,0,0,3.46,4.88,22.29,43.95,20.81,2.87,3.5,1.7,10.54,0,3.28,4.37,0,0,5.9,3.28,7.64,0,5.24,35.81,15.07,6.77,9.17,0,3.49,68828,43321,21.4,22.71,18.12,6.99,3.28,23.36,26.86,73.14,2.07,93.15,43,0,144,58,88,111,171,13,585,628,6.85
"Block Group 5, Census Tract 39.01, Multnomah County, Oregon",410510039015,3901,2766,8725.841,0.316989499565249,58.21,28.42,0,6.54,0,1.41,5.42,26.61,14.98,40.07,12,3.17,3.17,0,7.95,14.47,6.79,2.18,0,7.43,6.27,8.45,5.89,1.92,12.8,5.51,14.98,5.76,2.18,3.33,2.05,44375,38636,16.26,14.21,22.15,10.37,14.21,19.59,38.41,61.59,5.72,98.34,16,103,52,171,111,252,201,55,945,961,1.66
