qualifying_name,fips,census_tract,total_population,population_density,area,white,black,am_indian,asian,pac_isl,other_race,two_more_races,below_hs,hs_degree,some_college,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,unemployment_rate,hhs_less_10k,hhs_10k_14999,hhs_15k_19999,hhs_20k_24999,hhs_25k_29999,hhs_30k_34999,hhs_35k_39999,hhs_40k_44999,hhs_45k_49999,hhs_50k_59999,hhs_60k_74999,hhs_75k_99999,hhs_100k_124999,hhs_125k_149999,hhs_150k_199999,hhs_200k_more,med_family_income,med_nonfamily_income,hhs_with_no_earnings,hhs_capital_income,hhs_social_security,hhs_ssi,hhs_public_assistance_income,hhs_retirement_income,renter_occupied_units,owner_occupied_units,10_less_commute,% Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over: Worked At Home_1,Workers 16 Years and Over: Did Not Work At Home: 90 or More Minutes,Workers 16 Years and Over: Did Not Work At Home: 60 to 89 Minutes,Workers 16 Years and Over: Did Not Work At Home: 40 to 59 Minutes,Workers 16 Years and Over: Did Not Work At Home: 30 to 39 Minutes,Workers 16 Years and Over: Did Not Work At Home: 20 to 29 Minutes,Workers 16 Years and Over: Did Not Work At Home: 10 to 19 Minutes,Workers 16 Years and Over: Did Not Work At Home: Less than 10 Minutes,Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over:_1,no_commute
"Block Group 2, Census Tract 87, Multnomah County, Oregon",410510087002,8700,1632,5850.609,0.278945307854708,88.97,1.16,0,8.33,0,0,1.53,15.47,15.55,39.4,23.47,4.83,1.28,0,1.6,5.78,1.25,6.09,10,1.41,2.66,4.84,3.44,1.25,18.91,9.22,16.25,9.53,6.56,2.81,0,54630,50444,16.56,14.69,20.94,2.81,5,7.5,55.47,44.53,4.81,89.13,104,48,38,81,133,195,312,46,853,957,10.87
"Block Group 3, Census Tract 87, Multnomah County, Oregon",410510087003,8700,1453,9249.093,0.157096480755895,65.11,2.68,0,21.82,0,1.38,9.02,6.78,12.43,24.11,40.77,13.56,2.35,0,4.51,0,9.16,3.18,5.79,0,1.5,3.74,3.74,4.49,9.72,18.5,22.8,2.99,10.47,0,3.93,64779,52386,16.45,20.37,25.42,4.86,5.05,12.9,16.64,83.36,1.74,91.69,67,10,12,193,116,266,128,14,739,806,8.31
"Block Group 1, Census Tract 88, Multnomah County, Oregon",410510088001,8800,1610,9089.321,0.177130936513992,80.99,0,0.43,5.22,6.02,3.48,3.85,15.25,31.55,37.25,10.87,5.08,0,0,9.47,4.28,8.18,14.31,5.2,5.39,10.41,0,0,4.09,12.27,9.29,10.04,7.25,5.76,2.04,1.49,46364,32656,29,22.86,29.18,14.87,11.34,9.67,21.19,78.81,1.23,97.38,17,38,9,58,107,259,154,8,633,650,2.62
"Block Group 2, Census Tract 88, Multnomah County, Oregon",410510088002,8800,1511,8468.647,0.178422834391511,83.06,2.38,0.6,5.56,1.65,4.57,2.18,13.85,28.99,37.16,15.14,4.86,0,0,9.32,2.81,0,1.58,14.94,2.46,6.33,4.75,0,2.99,11.07,13.71,20.74,12.13,2.64,2.46,1.41,68220,70926,8.44,11.78,19.68,0,4.92,7.73,29.88,70.12,0.82,96.5,30,0,67,178,217,157,200,7,826,856,3.5
"Block Group 3, Census Tract 88, Multnomah County, Oregon",410510088003,8800,1382,4882.477,0.283053048894435,85.67,1.16,2.24,7.02,0,1.52,2.39,3.09,19.79,50.48,17.08,5.98,2.03,1.54,13.79,5.41,0,9.22,0,0,3.81,9.22,3.21,1.2,6.41,13.03,20.04,13.83,7.41,4.41,2.81,73958,54412,11.02,16.43,19.24,3.81,12.83,9.42,30.26,69.74,3.98,93.66,43,28,44,33,178,153,172,27,635,678,6.34
"Block Group 1, Census Tract 89.01, Multnomah County, Oregon",410510089011,8901,5112,2147.418,2.38053303721871,65.16,1.94,0.2,27.33,0,0.39,4.99,15.2,24.89,29.01,21.77,6.68,1.09,1.36,5.61,9.53,0,2.5,1.07,5.48,3.51,6.25,0.83,2.32,10.18,2.2,14.47,17.03,7.44,5.96,11.2,82596,33548,19.54,30.97,30.73,8.34,2.32,16.74,18.58,81.42,9.13,96.64,77,98,138,523,368,574,302,209,2212,2289,3.36
"Block Group 2, Census Tract 89.01, Multnomah County, Oregon",410510089012,8901,2881,5386.946,0.534811358199343,74.04,12.18,1.84,2.78,0,4.89,4.27,11.74,32.82,43.06,10.67,1.44,0.27,0,5.12,3.15,3.59,10.11,3.04,8.7,3.26,8.48,3.8,6.96,6.2,14.24,15,7.61,0,1.96,3.91,49242,40882,7.93,21.3,12.5,4.02,5.54,9.35,41.3,58.7,8.19,97.41,37,61,66,110,275,377,385,117,1391,1428,2.59
"Block Group 3, Census Tract 89.01, Multnomah County, Oregon",410510089013,8901,1392,1694.176,0.821638169752138,75.93,4.96,0,13.22,0,0,5.89,12.76,14.95,35.4,20.89,9.27,3.67,3.06,9.14,0,6.49,0,3.24,5.53,0,10.69,10.11,2.86,9.35,10.11,16.03,8.4,9.92,7.25,0,66406,NA,24.24,29.77,39.31,5.15,2.86,22.52,2.29,97.71,9.38,86.33,102,0,43,85,80,166,200,70,644,746,13.67
"Block Group 1, Census Tract 89.02, Multnomah County, Oregon",410510089021,8902,2617,2799.223,0.934902401092206,79.52,1.6,0.65,8.6,0.04,1.83,7.76,6.08,27.72,34.31,24.28,6.31,1.3,0,2.17,2.97,6.5,3.85,4.3,0.66,5.29,6.83,3.85,0.66,10.79,17.18,19.93,6.17,3.96,5.62,1.43,62656,36818,10.9,15.42,22.36,5.4,0.66,11.78,50.55,49.45,3.98,91.91,120,25,27,125,269,397,462,59,1364,1484,8.09
"Block Group 2, Census Tract 89.02, Multnomah County, Oregon",410510089022,8902,1180,5456.452,0.216257758723206,45.76,14.83,5.17,5.59,0,14.75,13.9,34.7,25.4,27.88,10.66,0.87,0.5,0,5.63,18.75,2.08,5,9.79,15,7.08,6.25,18.96,4.38,3.96,2.5,6.25,0,0,0,0,29559,33889,25.83,19.17,18.96,4.17,8.12,5.42,68.33,31.67,20.71,100,0,31,13,71,127,90,93,111,536,536,0
"Block Group 1, Census Tract 90, Multnomah County, Oregon",410510090001,9e3,4595,12457.65,0.368849585403485,65.55,4.05,0.35,12.25,5.94,5.42,6.44,13.31,29.77,34.11,17.93,3.86,1.02,0,10.62,18.34,8.91,7.62,2.26,6.26,4.68,2.04,1.36,4,15.92,8.45,12.23,2.49,4,0,1.43,39625,27031,27.17,5.58,18.42,4,14.19,10.34,60.75,39.25,11.36,95.12,94,44,67,316,375,437,375,219,1833,1927,4.88
"Block Group 2, Census Tract 90, Multnomah County, Oregon",410510090002,9e3,2919,7391.906,0.394891404902262,56.77,11.24,0.34,20.76,0,7.54,3.36,29.71,20.58,36.31,11.61,1.79,0,0,15.76,1.55,0,16.3,1.55,6.86,9.31,6.21,1.42,4.66,10.09,18.37,10.35,8.41,2.07,2.85,0,55662,NA,10.35,21.09,29.62,11.64,5.43,20.44,32.34,67.66,9.74,88.74,133,36,66,214,204,262,151,115,1048,1181,11.26
"Block Group 3, Census Tract 90, Multnomah County, Oregon",410510090003,9e3,3295,10421.65,0.316168646341219,68.92,7.92,2.34,11.75,0,4.34,4.73,33.13,31.59,26.55,3.92,2.71,0,2.1,7.2,23.07,4.28,8.37,3.81,6.6,1.21,12.37,6.05,2.98,6.98,5.58,5.02,11.07,0,1.58,1.02,35810,NA,24.74,13.12,26.42,15.44,3.81,4.65,59.91,40.09,11.6,94.63,81,109,80,266,210,220,368,175,1428,1509,5.37
"Block Group 1, Census Tract 91.01, Multnomah County, Oregon",410510091011,9101,3462,9364.315,0.369701326801514,64.82,3.29,0.26,5.66,9.68,14.96,1.33,25.75,31.28,32.77,7.78,1.1,0.3,1.02,19.61,21.42,6.87,3.52,5.89,6.38,4.09,10.47,7.03,4.01,6.13,9.4,9.24,3.52,0,0.57,1.47,36148,22778,28.37,7.2,27.47,13,19.13,14.55,50.61,49.39,5.13,94.95,64,33,151,122,243,286,303,65,1203,1267,5.05
"Block Group 2, Census Tract 91.01, Multnomah County, Oregon",410510091012,9101,2228,9106.363,0.244664067941628,56.06,5.79,0.27,22.08,1.89,7.72,6.19,30.24,35.51,23.28,8.38,2.59,0,0,23.56,22.58,21.15,6.4,3.52,8.49,0.78,2.35,2.09,8.49,6.01,4.18,8.88,2.09,3,0,0,19949,9746,37.34,10.7,25.98,12.27,21.41,21.41,58.49,41.51,0,96.01,28,80,63,46,147,172,166,0,674,702,3.99
"Block Group 1, Census Tract 91.02, Multnomah County, Oregon",410510091021,9102,1304,8513.984,0.153159782979689,73.16,5.67,0.08,0.31,0,20.78,0,33.21,33.21,30.82,1.68,0,1.08,0,4.18,19.38,2.63,15.07,4.55,6.22,3.59,3.35,9.57,3.35,3.83,3.83,17.46,2.39,4.78,0,0,34e3,NA,28.47,0,29.67,0,2.63,2.63,71.05,28.95,2.78,97.22,14,0,40,35,94,136,171,14,490,504,2.78
"Block Group 2, Census Tract 91.02, Multnomah County, Oregon",410510091022,9102,2203,6843.306,0.321920410442056,76.49,9.58,0,10.8,0,2.45,0.68,13.96,22.42,50.19,8.91,2.26,2.26,0,3.49,4.42,6.7,7.85,1.85,2.43,6.13,11.41,2.28,4.99,8.13,21.68,8.13,6.99,3.42,3.57,0,50888,NA,24.54,15.98,31.1,2.43,0,16.12,34.95,65.05,1.81,90.55,94,0,50,90,151,361,231,18,901,995,9.45
"Block Group 3, Census Tract 91.02, Multnomah County, Oregon",410510091023,9102,745,4369.273,0.170508898110725,42.55,19.19,0,14.5,0,23.76,0,17.04,55.98,26.98,0,0,0,0,7.55,0,33.91,4.89,0,4.6,20.11,0,0,14.37,0,4.6,10.92,6.61,0,0,0,32864,NA,57.76,0,23.85,38.79,33.91,28.16,88.79,11.21,0,88.27,23,0,0,19,35,64,55,0,173,196,11.73
"Block Group 4, Census Tract 91.02, Multnomah County, Oregon",410510091024,9102,2328,1690.981,1.3767156450145701,73.88,0,0.21,23.63,0,0,2.28,12.01,30.38,35.45,15.99,4.88,0.64,0.64,6.08,1.93,2.34,3.58,6.34,2.89,4.41,13.91,7.02,3.72,4.41,17.36,7.99,16.12,5.23,2.75,0,59375,35361,18.18,22.18,24.24,5.65,6.47,20.25,17.08,82.92,3,98.22,19,50,17,105,189,361,293,32,1047,1066,1.78
"Block Group 1, Census Tract 92.01, Multnomah County, Oregon",410510092011,9201,1637,6559.924,0.249545557740036,80.88,1.83,0,5.74,1.41,8.8,1.34,30.15,25.53,25.76,16.52,2.05,0,0,1.21,5.87,9.46,4.87,1.86,11.03,10.89,6.3,2.15,9.6,3.44,20.77,10.17,0,3.58,0,0,37386,31063,24.07,7.16,29.66,5.3,0,9.6,52.29,47.71,5.02,93.76,61,15,123,82,107,306,234,49,916,977,6.24
"Block Group 2, Census Tract 92.01, Multnomah County, Oregon",410510092012,9201,4549,9006.942,0.505054849674979,73.82,6.75,2.97,3.56,2.35,1.36,9.19,17.21,26.28,38.29,12.94,5.27,0,0,14.33,5.54,9.85,10.24,6.08,5.93,8.39,5.77,3.93,2.62,6.31,15.4,10.24,5.7,4,0,0,37552,25952,15.24,10.47,20.17,5.85,5.93,16.4,54.5,45.5,2.11,96.49,75,21,265,129,381,708,513,45,2062,2137,3.51
"Block Group 3, Census Tract 92.01, Multnomah County, Oregon",410510092013,9201,2082,7553.64,0.275628690171537,52.31,5.76,1.97,31.03,0,0,8.93,20.84,35.8,28.39,10.89,2.94,1.14,0,13.94,11.17,8.48,6.33,2.96,3.63,7.54,6.46,3.63,0,7.81,6.59,9.69,8.08,6.73,5.52,5.38,42361,12778,17.23,10.5,28.53,6.19,5.79,10.5,50.2,49.8,4.34,95.14,47,19,75,132,176,167,310,42,921,968,4.86
"Block Group 1, Census Tract 92.02, Multnomah County, Oregon",410510092021,9202,2614,8857.567,0.295114880841147,49.89,15.57,0.38,20.89,0,7.04,6.24,14.19,33.06,34.38,13.26,2.92,1.76,0.44,7.81,6.33,6.33,5.26,1.91,6.93,8,6.93,2.63,4.18,16.49,10.27,6.33,6.33,10.16,1.08,0.84,50590,36250,17.44,14.34,27.72,6.09,11.11,20.55,39.31,60.69,3.11,99.35,8,68,164,132,270,216,327,38,1215,1223,0.65
"Block Group 2, Census Tract 92.02, Multnomah County, Oregon",410510092022,9202,1124,6794.236,0.165434357224821,79.45,4.89,1.25,7.74,4.18,0,2.49,14.64,23.77,51.76,6.91,2.93,0,0,6.32,11.38,0,14.04,3.63,11.38,7.02,2.42,1.69,2.18,2.42,15.01,17.43,5.08,1.94,2.18,2.18,42679,29840,11.62,11.62,30.02,7.51,6.54,17.68,45.04,54.96,15.48,91.18,57,0,71,22,121,157,118,100,589,646,8.82
"Block Group 3, Census Tract 92.02, Multnomah County, Oregon",410510092023,9202,1393,8330.474,0.167217377068929,81.19,1.44,0,6.1,0,9.91,1.36,18.81,38.51,33.11,2.82,4.17,0,2.59,4.82,1.62,1.85,3.94,4.63,4.63,0.69,11.11,8.1,10.19,8.33,4.86,18.52,4.17,10.19,4.86,2.31,55167,NA,6.94,11.34,11.57,7.87,4.86,23.38,23.84,76.16,3.05,100,0,41,25,24,228,219,162,22,721,721,0
"Block Group 1, Census Tract 93.01, Multnomah County, Oregon",410510093011,9301,2513,7969.857,0.315313043921439,79.43,5.09,0,0.92,0,12.14,2.43,8.47,33.09,33.37,16.55,7.3,0,1.22,6.11,6.87,11.49,0,1.59,9.11,4.23,1.45,5.02,7.93,5.02,3.96,24.97,11.62,0,3.7,3.04,58651,32273,25.23,14.53,27.61,14,4.36,18.49,51.39,48.61,13.36,93.08,73,54,87,49,87,306,258,141,982,1055,6.92
"Block Group 2, Census Tract 93.01, Multnomah County, Oregon",410510093012,9301,1511,7599.831,0.198820226194098,53.41,14.63,0.4,16.21,0,11.12,4.24,14.53,34.73,28.06,16.22,6.47,0,0,1.16,6.8,11.99,4.65,7.16,1.97,0,0,7.87,4.29,5.72,5.37,24.87,0,13.6,5.72,0,59219,NA,25.94,17.53,33.09,5.72,2.5,21.11,52.24,47.76,10.15,100,0,38,74,54,95,98,252,69,680,680,0
"Block Group 3, Census Tract 93.01, Multnomah County, Oregon",410510093013,9301,2822,19012.47,0.148428873029528,68.82,5.85,0.78,9.25,0,6.59,8.72,26.49,21.33,40.78,8.79,1.07,1.54,0,19.89,11.83,5.14,14.46,4.3,11.47,3.82,3.35,10.16,1.67,13.14,7.89,12.78,0,0,0,0,33068,21042,28.91,5.38,25.45,22.7,21.98,9.92,81.12,18.88,5.24,86.32,107,0,123,9,138,55,309,41,675,782,13.68
"Block Group 1, Census Tract 93.02, Multnomah County, Oregon",410510093021,9302,3078,3790.949,0.81193387768592,63.13,1.59,0,16.5,9.23,4.09,5.46,15.82,25.09,36.73,14.85,4.99,0.48,2.04,2.81,5.16,3.89,11.09,8.66,9.14,2.72,0.68,2.53,3.02,2.14,13.91,17.22,6.13,7.3,1.56,4.86,61136,40536,21.69,14.49,30.64,8.27,11.87,13.33,47.57,52.43,7.37,90.67,124,0,47,206,187,319,348,98,1205,1329,9.33
"Block Group 2, Census Tract 93.02, Multnomah County, Oregon",410510093022,9302,1531,6359.208,0.240753239011146,63.68,10.25,0,10.78,0,3.07,12.21,16.31,24.55,32.03,20.9,4.93,1.27,0,2.22,11.09,10.79,2.28,2.28,4.41,3.8,0.91,5.02,9.73,6.84,8.21,27.51,5.17,0,0.76,1.22,49375,28929,29.64,24.47,29.79,8.36,0.91,11.09,50.3,49.7,11.24,94.95,40,0,18,35,104,238,268,89,752,792,5.05
"Block Group 1, Census Tract 94, Multnomah County, Oregon",410510094001,9400,1617,6595.864,0.245153645499516,70.25,9.96,1.73,4.33,0,2.78,10.95,10.81,33.53,38.34,11.55,3.26,2.52,0,0,12.5,4.76,10.29,5.53,0,3.65,6.31,6.42,7.63,14.49,10.73,11.28,5.2,0,1.22,0,45368,NA,66.59,46.35,69.25,0,0,45.24,10.18,89.82,0,100,0,0,27,29,76,124,174,0,430,430,0
"Block Group 2, Census Tract 94, Multnomah County, Oregon",410510094002,9400,1222,3587.005,0.340674165285708,77.58,8.27,0,5.16,0,4.34,4.66,17.15,20.51,42.41,19.93,0,0,0,6.91,0,0,4.36,8.97,10.51,5.9,5.9,8.46,0,0,6.41,31.03,14.87,0,3.59,0,74800,57500,8.72,17.69,26.92,0,4.36,14.62,23.59,76.41,8.95,97.33,14,0,23,38,97,140,166,47,511,525,2.67
"Block Group 3, Census Tract 94, Multnomah County, Oregon",410510094003,9400,1216,3778.541,0.321817321161334,88.4,0.9,0.08,5.67,0,1.4,3.54,4.49,34.72,29.38,15.28,8.65,5.02,2.46,8.38,0,6.32,7.16,6.32,0,2.95,2.53,6.53,4.63,7.58,3.37,19.37,22.95,6.95,0,3.37,77404,NA,11.58,23.58,32.63,5.26,0,19.16,9.89,90.11,5.65,95.02,30,0,8,26,163,154,187,34,572,602,4.98
"Block Group 4, Census Tract 94, Multnomah County, Oregon",410510094004,9400,1318,3697.682,0.356439489294931,81.49,6.83,0,4.93,0,2.28,4.48,3.02,22.32,41.23,19.1,10.33,2.14,1.85,10.67,6.82,3.41,3.22,3.03,0,0,0,6.63,3.22,10.8,8.71,22.16,29.55,2.46,0,0,76447,43542,35.23,39.96,57.01,3.22,0,37.88,0,100,2.66,90.51,50,14,8,67,90,144,140,14,477,527,9.49
"Block Group 5, Census Tract 94, Multnomah County, Oregon",410510094005,9400,1896,9824.083,0.192995102680012,70.99,3.74,0,6.59,9.76,2.27,6.65,16.85,22.02,40.95,10.01,10.18,0,0,5.04,13.79,0,2.66,5.02,0,13.95,2.98,1.88,13.64,5.64,15.99,10.5,6.43,5.02,2.51,0,46782,NA,31.03,16.3,44.67,0,2.98,20.38,56.11,43.89,0,96.64,26,0,217,140,127,160,103,0,747,773,3.36
"Block Group 1, Census Tract 95.01, Multnomah County, Oregon",410510095011,9501,3098,7644.013,0.405284503248664,44.96,23.21,0.23,19.63,0,1.1,10.88,11.36,32.36,39.95,13.42,2.06,0.45,0.4,4.51,11.2,3.88,6.03,5.6,5.51,6.2,7.92,7.32,1.81,6.8,10.42,12.32,6.63,6.37,1.98,0,43414,30302,24.55,18.86,29.72,11.11,5.43,16.54,44.01,55.99,8.08,93.92,82,16,89,129,239,333,352,109,1267,1349,6.08
"Block Group 2, Census Tract 95.01, Multnomah County, Oregon",410510095012,9501,1878,5912.675,0.317622707132234,72.84,5.54,0,10.33,0,0.69,10.6,11.57,26.35,41.43,13.91,2.71,1.9,2.12,23.24,2.64,5.94,5.02,4.89,9.78,5.42,9.78,2.51,5.42,8.85,6.74,13.21,9.91,2.51,6.34,1.06,47243,30662,32.89,36.46,44.91,6.08,0,30.91,38.71,61.29,2.91,97.45,14,8,62,92,87,186,84,16,535,549,2.55
"Block Group 1, Census Tract 95.02, Multnomah County, Oregon",410510095021,9502,1010,4201.933,0.240365592427455,72.08,9.01,0,13.66,0,0,5.25,3.98,38.98,35,16.48,5.23,0.34,0,4.98,0,2.62,2.03,0,0,2.03,2.33,4.94,1.74,0,19.48,12.21,25.58,12.79,4.07,10.17,101023,62222,22.09,33.14,33.43,4.94,6.1,35.17,7.27,92.73,7.3,96.09,22,2,10,52,151,102,182,41,540,562,3.91
"Block Group 2, Census Tract 95.02, Multnomah County, Oregon",410510095022,9502,799,4951.631,0.161360979278668,85.73,7.51,0,1.13,0,1.25,4.38,4.15,18.15,35.69,27.23,10.15,2.15,2.46,0,2.95,0,0,0,3.24,0,5.9,2.65,5.31,7.96,16.22,24.19,13.86,5.6,9.44,2.65,81771,71250,27.73,48.38,48.67,2.65,0,33.63,7.96,92.04,8.37,93.35,27,0,0,19,78,191,57,34,379,406,6.65
"Block Group 3, Census Tract 95.02, Multnomah County, Oregon",410510095023,9502,2256,9746.249,0.231473659337418,47.03,27.62,0.35,5.23,5.45,3.19,11.13,25.12,18.15,43.34,11.41,1.19,0.79,0,16.49,8.58,11.82,9.25,6.58,7.69,7.69,3.12,5.46,3.01,5.13,8.92,14.83,5.46,1.45,1,0,33606,31719,19.96,20.07,20.62,2.9,9.7,10.03,81.61,18.39,3.26,96.97,26,13,52,90,161,288,201,28,833,859,3.03
"Block Group 1, Census Tract 96.03, Multnomah County, Oregon",410510096031,9603,1980,4652.445,0.425582666792279,79.65,1.57,2.02,4.95,0.96,4.44,6.41,10.72,23.04,51.76,9.44,2,3.04,0,3.62,2.55,1.53,1.02,4.08,3.4,5.78,12.07,7.65,2.38,10.54,20.75,12.93,6.97,3.57,2.38,2.38,57143,38269,12.93,11.9,30.95,13.61,10.71,16.33,22.96,77.04,5.42,98.19,16,19,32,74,182,230,285,48,870,886,1.81
"Block Group 2, Census Tract 96.03, Multnomah County, Oregon",410510096032,9603,1703,6827.215,0.249442854561488,77.16,1.88,0.41,3.76,9.16,7.4,0.23,22.95,32.72,29.8,13.94,0.58,0,0,6.15,10.95,5.57,4.31,7.72,1.08,3.05,1.08,4.49,4.67,8.08,15.98,18.13,2.69,8.44,1.26,2.51,59236,NA,17.59,11.13,28.73,6.1,10.23,19.03,41.29,58.71,7.54,91.02,75,23,14,131,140,245,144,63,760,835,8.98
"Block Group 1, Census Tract 96.04, Multnomah County, Oregon",410510096041,9604,1948,3339.038,0.583401544717582,68.43,2.82,2.93,5.9,9.75,0.82,9.34,11.64,35.6,34.25,15.97,2.54,0,0,24.42,5.02,7.22,3.79,15.54,17.01,2.2,6.36,7.22,1.84,6.12,10.16,12,4.77,0,0.73,0,31597,25793,23.87,16.77,27.54,7.47,8.32,13.22,61.44,38.56,16.52,99.25,6,38,26,129,211,120,137,132,793,799,0.75
"Block Group 2, Census Tract 96.04, Multnomah County, Oregon",410510096042,9604,3438,12097.77,0.284184714369333,60.97,13.79,0,0.47,0.23,20.19,4.36,34.26,27.75,31.53,3.58,2.88,0,0,8.24,11.78,12.82,9.78,3.13,10.35,1.42,7.79,8.07,10.35,10.73,5.89,2.85,3.32,0,1.71,0,35507,35292,22.51,5.22,21.37,4.65,18.04,7.22,72.55,27.45,8.33,99.32,9,127,258,194,239,110,285,111,1324,1333,0.68
"Block Group 1, Census Tract 96.05, Multnomah County, Oregon",410510096051,9605,1706,3365.635,0.506888062801835,66.35,12.9,0,12.6,0,0.94,7.21,20.11,21.67,25.12,24.41,5.48,3.21,0,4,16.33,4.99,2.74,4.11,16.08,3.12,9.6,9.73,8.1,2.74,2.87,4.74,7.11,4.24,0,3.49,36071,40060,22.44,27.43,28.68,0,4.24,11.6,64.71,35.29,12.93,94,45,41,7,34,247,100,179,97,705,750,6
"Block Group 2, Census Tract 96.05, Multnomah County, Oregon",410510096052,9605,1809,6778.572,0.266870348434047,64.57,19.9,2.54,12.82,0,0.17,0,11.24,35.88,30.13,17.25,2.66,0,2.83,16.2,13.21,6.16,0,32.13,1.95,6.61,3,0,7.66,4.5,6.91,9.91,1.05,2.4,0,4.5,24824,20516,37.84,30.78,42.79,14.11,15.02,18.47,53.45,46.55,2.69,87.06,77,8,31,59,98,143,163,16,518,595,12.94
"Block Group 3, Census Tract 96.05, Multnomah County, Oregon",410510096053,9605,1826,7314.664,0.249635519546809,62.49,19.44,1.75,5.75,0,8.16,2.41,18.43,27.65,35.17,12.29,6.47,0,0,13.11,6.33,3.16,9.81,15.19,5.22,3.48,13.61,0,5.54,3.96,4.27,6.8,7.28,9.81,5.06,0.47,37194,21518,27.85,18.51,41.46,6.49,7.12,21.84,54.27,45.73,3.77,88.2,97,37,73,71,137,61,315,31,725,822,11.8
"Block Group 1, Census Tract 96.06, Multnomah County, Oregon",410510096061,9606,2886,11489.68,0.251181858757647,60.98,11.5,1.18,13.89,0,4.82,7.62,27.35,23.16,36.74,11.17,1.59,0,0,6.79,10.49,6.49,0.76,8.76,16,1.3,4.65,3.78,12.32,4.86,12.11,14.59,1.84,1.41,0,0.65,42266,26593,22.92,10.16,28.54,7.57,5.51,10.27,60,40,7.08,97.62,32,5,98,301,243,318,250,95,1310,1342,2.38
"Block Group 2, Census Tract 96.06, Multnomah County, Oregon",410510096062,9606,2799,12728.25,0.219904493765994,64.56,7.43,0,5.75,3.89,15.33,3.04,33.33,29.87,28.46,7.65,0.42,0,0.26,7.44,9.89,15.37,7.79,8.42,14.11,6.84,1.47,4.32,3.79,2.95,6.95,6.42,7.37,1.47,2.11,0.74,26688,18438,20.95,6.95,17.79,12.84,15.68,4.84,78.32,21.68,8.29,96.39,47,58,25,235,275,220,334,108,1255,1302,3.61
"Block Group 1, Census Tract 97.01, Multnomah County, Oregon",410510097011,9701,2864,8508.43,0.33660735107653,62.6,8.55,0.42,18.65,0.07,2.93,6.77,18.05,34.68,34.13,11.07,0.61,1.37,0.1,20.65,17.53,12.55,8.82,9.13,1.76,5.19,3.42,3.94,4.67,7.37,10.27,5.91,8.4,0,0,1.04,30172,19792,23.44,7.05,27.18,5.39,15.56,19.81,62.86,37.14,2.47,88.33,123,20,54,152,184,288,207,26,931,1054,11.67
"Block Group 2, Census Tract 97.01, Multnomah County, Oregon",410510097012,9701,1128,7687.224,0.146736973298718,75.09,1.06,0,13.65,1.15,2.66,6.38,11.35,31.66,38.65,13.59,4.75,0,0,6.12,2.53,2.53,4.84,11.52,2.3,5.53,3.46,6.45,6.91,16.82,14.06,14.06,5.53,0,0,3.46,51250,50331,22.12,18.89,43.32,4.61,2.07,20.74,20.05,79.95,3.94,96.27,18,11,11,67,71,182,103,19,464,482,3.73
"Block Group 3, Census Tract 97.01, Multnomah County, Oregon",410510097013,9701,1865,8471.702,0.220144649318839,74.32,1.72,1.77,8.95,0,6.81,6.43,20.03,27.96,36.38,11.3,2.96,0.72,0.64,22.16,6.14,2.99,6.47,11.11,14.76,1.16,2.82,2.65,4.98,9.12,9.62,8.13,6.14,9.78,4.15,0,46307,21403,19.07,17.91,27.69,2.99,9.45,17.25,39.47,60.53,0,97.13,24,37,46,159,105,216,249,0,812,836,2.87
"Block Group 1, Census Tract 97.02, Multnomah County, Oregon",410510097021,9702,4006,15217.84,0.263243690704358,49.88,19.22,2.9,6.64,0,18.6,2.77,19.61,44.24,27.39,4.54,3.08,0,1.15,12.87,12.64,6.46,11.88,13.69,7.22,1.62,5.04,1.9,1.62,18.44,5.13,3.52,8.08,2.76,0,0,29342,23438,8.08,2.57,26.81,3.14,14.07,10.36,46.01,53.99,16.9,100,0,102,80,162,265,358,169,231,1367,1367,0
"Block Group 2, Census Tract 97.02, Multnomah County, Oregon",410510097022,9702,2067,7506.843,0.275348766094669,66.33,13.11,3.19,9.14,3.68,0,4.55,14.28,46.29,33.31,6.13,0,0,0,11.05,0,6.05,3.36,11.6,8.57,0,6.89,1.51,0,23.87,7.06,14.79,9.92,1.68,0,4.71,51568,20490,10.08,21.34,26.05,2.18,0,17.82,38.15,61.85,5.01,98.77,13,78,144,39,306,260,165,53,1045,1058,1.23
"Block Group 3, Census Tract 97.02, Multnomah County, Oregon",410510097023,9702,1047,6766.269,0.154738168671052,78.13,1.72,0,12.42,0,0,7.74,14.55,30.61,43.94,10.91,0,0,0,7.89,3.92,7.23,0,0,3.61,11.14,0,0,3.61,18.37,25,6.33,20.78,0,0,0,60729,49271,21.08,19.28,18.98,6.93,3.92,18.07,8.13,91.87,6.12,94.08,29,81,29,72,70,42,137,30,461,490,5.92
"Block Group 4, Census Tract 97.02, Multnomah County, Oregon",410510097024,9702,1463,4500.325,0.325087606583505,82.43,0.21,0,16.75,0,0,0.62,23.37,38.5,29.72,6.09,2.33,0,0,12.9,8.53,12.04,7.69,6.02,11.54,5.52,5.02,13.71,6.52,5.52,2.84,5.02,1.67,8.36,0,0,33e3,25500,52.68,27.76,49.5,22.91,6.69,21.07,12.88,87.12,2.83,98.69,6,0,72,28,91,105,144,13,453,459,1.31
